,AL1,AL2,AL3,AL4,AL5,AL6,AL7,AL8,AL9,AL10,AL11,AL12,AL13,AL14,AL15,AL16,AL17,AL18,AL19,AL20,AL21,AL22,AL23,AD1,AD2,AD3,AD4,AD5,LL1,LL2,LL3,LL4,LL5,LL6,LL7,LL8,LD1,LD2
Cre01.g003826.v5.5,2.27737,2.31428,1.70736,3.76721,4.91479,2.39388,5.25131,4.84767,2.98746,1.87687,2.88763,3.6028,4.10473,5.92889,5.18807,3.67766,2.94377,3.71074,3.0088,5.09936,4.11864,2.30971,2.12083,4.55875,4.31493,3.86712,1.2132,4.21172,2.3343,1.99525,2.19276,2.91283,2.24201,3.3528,2.79159,4.91012,5.35469,4.86722
Cre01.g003850.v5.5,1.46251,0.675745,0.713739,0.963576,1.80285,2.18741,3.01053,2.34122,2.31102,1.54581,2.60795,2.82815,4.55212,6.17922,7.24593,5.68388,4.52282,4.19719,5.72666,3.22016,7.7372,2.49111,1.13424,0.226729,0.254397,0.0786403,0.0813336,0.757068,13.4487,11.6693,18.9572,11.0184,13.049,7.64883,13.5458,10.8562,8.17186,7.78066
Cre01.g004000.v5.5,17.9754,17.0084,20.1456,15.4574,18.2529,18.7258,15.5446,8.95817,17.2004,18.8086,15.571,13.7192,11.8296,12.8801,15.367,13.8472,14.122,13.8391,16.4548,17.2422,16.0079,21.8512,27.2929,19.8627,13.8741,17.2482,32.6569,23.5536,12.5487,14.9884,11.8897,16.2134,12.724,12.1156,11.6367,10.439,12.7098,12.056
Cre01.g004050.v5.5,2.13293,1.52795,1.19474,0.812572,2.49593,1.21653,1.86614,0.719282,1.12651,0.910876,1.75444,1.82035,3.31287,1.5346,0.906427,2.23859,2.17992,2.06721,0.801689,2.01592,0.604691,0.747291,0.18714,0.288578,1.2154,1.001,0.120783,0.776767,0.678146,0.149229,0.419233,0.122202,0.196819,0.061287,0.310953,0.0958972,0.0838251,0.0467725
Cre01.g004124.v5.5,0.974051,1.24549,1.28222,1.45572,1.397,1.03946,1.1875,1.41967,1.26179,1.1079,1.0465,1.00269,0.769353,1.15516,0.980138,0.613068,0.798119,0.896916,1.0725,0.825774,0.932145,0.679135,1.08236,6.39044,5.3994,9.56605,11.4163,16.1724,2.3367,4.88988,2.64476,3.71159,3.33012,3.81371,2.61067,3.78305,40.1974,43.4578
Cre01.g004200.v5.5,3.18696,4.11901,2.44944,3.23753,2.54667,3.55302,3.13699,2.4452,4.23659,2.94036,2.69434,3.21924,2.77892,2.28712,2.05427,2.86162,3.04763,3.61068,3.01312,2.77355,3.55518,2.86074,2.83978,2.06631,2.65093,1.63721,3.28456,1.93349,2.16261,2.09126,1.98106,2.24393,1.5458,1.95918,2.58919,1.86704,2.44097,2.44746
Cre01.g004250.v5.5,36.3983,35.0974,35.5975,28.0644,34.6312,35.6303,28.1156,32.4137,42.4273,19.9746,26.9169,23.6618,24.1543,33.7032,34.3471,26.099,24.317,29.2813,26.695,22.7147,27.3959,14.8174,30.4761,27.3044,33.6894,27.5431,25.4512,16.0604,76.1345,74.5632,76.0601,70.0493,77.9673,42.8441,72.2874,64.61,35.6377,29.8276
Cre01.g004300.v5.5,53.3854,65.3766,65.9748,61.9076,67.2076,57.1821,69.5457,62.214,56.6019,51.2929,77.0476,71.0413,69.4125,67.0217,64.3403,58.3458,58.8804,52.1038,54.8037,67.9743,56.3786,40.5481,37.8143,312.228,250.477,300.033,214.962,90.1209,62.3973,132.719,139.737,116.152,74.7097,91.5106,30.8318,81.7141,123.958,118.639
Cre01.g004350.v5.5,13.3393,11.7373,11.7686,9.3227,9.35134,9.39378,10.5404,9.88805,11.8219,13.6486,7.38675,12.8294,8.97017,10.2421,12.6937,12.0079,11.1847,11.3524,11.2189,12.2225,8.66112,14.3068,11.7635,37.364,33.9388,28.8503,31.311,14.2961,7.89019,5.62127,6.81763,7.27904,6.03491,10.3404,9.41839,10.4313,8.33233,8.50747
Cre01.g004400.v5.5,6.96915,6.90849,7.67785,5.73217,4.50604,6.97084,4.20451,4.43178,7.99058,8.53065,6.10797,2.52522,8.22914,10.5715,7.2741,1.73964,3.56961,5.59653,7.52689,5.36112,5.45062,2.72425,8.1674,3.65487,2.32753,2.22718,6.32564,8.14457,9.26652,16.4352,6.22368,10.123,12.3259,11.5887,4.95581,8.79605,9.5118,9.84626
Cre01.g004450.v5.5,56.0318,59.6915,56.3929,66.9338,63.1632,56.9041,78.4112,59.9779,64.4844,32.2358,43.0149,94.4584,74.5232,68.3338,76.9416,97.0986,73.0416,72.4179,73.3097,85.1435,64.2641,30.1029,19.2765,157.591,144.438,146.561,248.492,150.848,60.4946,125.536,144.18,143.513,83.0678,128.01,35.9085,88.5302,57.8207,54.4164
Cre01.g004500.v5.5,95.201,119.004,120.464,106.215,106.49,106.146,133.382,73.539,109.724,80.7722,105.526,118.009,119.321,85.2872,119.766,131.518,133.607,108.875,100.14,122.615,110.046,67.5384,65.7739,520.687,502.67,518.736,1017.7,191.029,75.8104,89.4772,143.249,107.136,87.4338,80.3255,58.5895,78.84,130.918,122.553
Cre01.g004550.v5.5,3.60361,4.37798,3.3648,4.13069,3.02142,4.6025,2.95792,3.55,5.45869,2.60435,3.39733,3.25294,2.49124,3.28098,2.74247,2.68748,3.39887,3.24603,3.4938,3.6027,3.48185,3.18588,3.55915,2.38197,2.69182,1.46497,2.82106,1.51319,3.72726,4.21071,3.70516,5.18768,5.29341,3.46958,5.61409,3.77598,5.41443,4.74067
Cre01.g004600.v5.5,9.64059,10.7764,10.0669,13.9903,9.9301,11.9797,11.5767,12.0614,10.5427,11.1412,8.8537,10.0484,10.8091,8.50799,11.6619,8.95908,8.70072,11.7898,12.234,10.813,10.6024,12.7997,12.9037,7.66843,8.52019,4.12125,2.37787,3.67993,1.61916,0.581365,1.51128,1.35451,1.99738,3.10409,3.2568,2.34374,2.53443,2.71572
Cre01.g004651.v5.5,7.2944,7.37324,7.6166,10.1975,8.09552,7.23375,5.38384,14.08,7.03408,4.89516,5.30404,9.7994,7.29525,8.09197,8.20606,6.87007,8.83478,10.1536,10.9199,9.22991,8.67748,6.31555,5.83963,6.92049,7.48842,9.19707,3.50719,2.97664,11.7324,17.2536,14.1745,25.068,16.9155,16.3515,3.71113,13.3701,11.9163,12.8115
Cre01.g004700.v5.5,3.59552,5.09487,4.56337,6.82731,3.95724,5.59873,6.37814,6.36079,4.31105,5.77933,5.01895,4.13816,6.40114,5.42835,4.76258,6.48805,6.12066,6.22781,5.37312,2.8581,6.00413,4.17378,6.65455,1.39687,2.27499,2.01271,0.337303,2.78575,6.91214,5.43291,4.36116,4.98766,5.54053,4.8081,4.94508,8.78089,5.33719,4.91115
Cre01.g004750.v5.5,11.6873,29.3835,28.8117,18.9015,24.2453,25.3539,37.7055,11.5618,21.585,30.3315,18.9665,9.85993,8.54752,9.07038,12.9355,21.382,18.3047,10.5459,12.3954,22.4549,12.8303,43.3746,51.9028,10.7809,11.3512,13.4454,8.21057,18.8418,2.2387,0.58837,0.194435,0.408542,0.362866,0.533448,1.22627,0.409588,0.370324,0.184918
Cre01.g004800.v5.5,35.3688,44.0518,33.7382,38.2404,55.2761,50.4982,30.1168,44.6115,39.1355,69.2909,57.9565,64.911,52.6521,50.0027,79.6619,82.3968,66.3425,59.7723,61.4472,55.1421,65.8208,76.3497,68.1728,93.325,76.1306,69.896,67.1004,41.8043,34.3037,10.8111,39.034,14.7304,33.5609,15.8642,21.4108,30.6891,74.3104,68.4564
Cre01.g004850.v5.5,0.995052,0.719858,1.06002,0.83476,0.951192,0.848852,1.57329,0.863038,0.897253,1.03576,0.979476,0.866592,1.61133,1.14492,0.818014,1.42955,1.19622,0.901868,1.13104,1.18805,1.15343,1.28979,0.702414,1.0654,0.867104,0.794475,1.08125,1.22999,0.827818,0.378302,0.494268,0.344442,0.206579,0.316312,0.462301,0.482056,0.827912,1.05343
Cre01.g004900.v5.5,9.86824,12.2081,20.4226,7.7228,10.2712,6.70171,32.648,5.92255,24.2269,8.60564,6.1684,5.92201,5.96844,7.39979,11.7008,4.99541,7.29648,4.66322,5.50307,8.01119,4.18328,9.76081,9.6254,108.044,88.7011,78.4675,19.7808,11.7584,49.6089,13.3136,35.4672,27.0938,61.9778,65.1147,174.83,72.3398,44.875,40.6769
Cre01.g004950.v5.5,17.2815,20.4961,20.3532,27.7594,25.788,23.6524,24.1227,27.8986,23.319,30.5407,28.099,22.7669,23.4255,30.2407,24.5801,27.9336,28.2098,32.7449,31.1921,21.9004,32.6035,38.4244,32.7596,28.9722,21.3415,23.5354,23.5143,23.1657,17.9749,17.395,14.8855,18.1522,18.7089,18.0349,15.506,19.152,29.3418,26.982
Cre01.g005001.v5.5,11.3765,13.0466,13.0963,17.6584,17.5586,17.2683,14.4008,13.6133,15.793,19.5276,15.9767,14.7535,16.5991,18.0427,13.3719,17.2804,13.6848,18.8614,21.0352,17.0538,17.8026,17.9364,16.2872,14.7576,12.434,16.017,9.81911,13.7515,6.99346,9.02509,11.0096,9.39583,10.6688,9.82152,7.31105,11.0457,13.0527,12.3934
Cre01.g005050.v5.5,198.17,266.048,205.997,230.684,281.52,208.837,292.715,223.475,238.67,184.546,198.452,321.36,271.117,282.647,263.409,281.151,267.635,243.247,211.127,278.608,184.459,185.877,148.132,173.033,174.693,196.184,182.282,198.799,73.5968,88.2812,71.4332,86.3633,101.119,98.105,98.3848,98.421,232.625,219.317
Cre01.g005100.v5.5,5.7538,8.84932,8.25947,6.18256,8.09143,7.83686,5.0155,6.49889,5.46282,10.3958,7.05429,5.97348,4.22928,4.37859,3.63991,4.18143,4.81878,4.76606,5.04682,4.65413,5.66589,7.13102,10.8769,8.45746,7.20642,8.16596,17.7282,14.3082,6.47647,5.54409,4.86978,5.33625,5.01649,4.41279,4.6921,4.55793,5.87326,5.42731
Cre01.g005150.v5.5,33.5343,29.6106,35.4464,42.0981,44.2931,44.7943,41.535,37.9692,43.9782,45.0893,29.963,44.1782,51.8128,52.3888,112.856,80.0438,85.2422,78.0867,87.9315,60.3543,56.9503,43.2262,38.8317,85.6117,65.4769,72.9747,181.202,100.657,44.2246,45.9478,66.4262,57.1845,63.2098,61.2922,71.0032,53.9088,31.9685,32.3278
Cre01.g005200.v5.5,5.32139,4.83324,5.69586,4.28334,7.32116,4.95645,5.28132,6.92918,5.08299,8.48382,5.74102,4.47224,2.90297,3.21512,5.91601,4.67701,4.69246,4.42994,4.42662,3.19447,4.97279,11.8871,11.3518,2.89302,2.34634,3.76284,1.58911,6.61787,0.349571,0.618586,0.378718,0.401335,0.571269,0.295255,0.606827,0.725543,2.60006,2.58282
Cre01.g005450.v5.5,49.5808,51.3905,46.4655,58.0368,50.0021,62.0951,58.3691,62.8059,63.2711,40.5216,39.6935,51.9973,58.7054,43.7861,62.3638,51.054,59.0168,50.1991,43.6626,51.6185,52.3718,46.3188,43.0574,42.2399,48.4979,25.7663,23.171,29.7335,85.6954,74.3794,70.0906,79.3089,94.1446,58.7786,58.3033,56.333,23.6115,19.5349
Cre01.g005500.v5.5,2.91605,1.93881,2.21915,2.11805,2.65891,2.05201,2.73588,2.619,3.5683,2.28307,2.00015,4.15374,3.53284,4.56978,2.1946,3.7092,3.07296,2.27013,3.37486,2.53884,2.34399,3.35378,3.46512,1.37928,1.57992,1.95504,3.68166,2.75541,2.20974,3.73456,2.52489,4.75716,3.64272,3.80514,2.95267,4.46318,6.38875,5.89378
Cre01.g005534.v5.5,4.22859,3.03251,3.17739,4.36903,3.47954,3.55888,5.14818,2.39115,4.79906,1.88952,3.47098,5.8604,4.58403,5.27163,3.43739,3.86174,4.54414,5.58122,5.02563,5.77351,4.91385,2.88175,2.07374,0.639559,0.960968,0.887415,2.08801,2.77263,9.02909,7.1857,6.55261,10.1099,5.20737,6.28219,4.28957,6.73444,2.50789,2.73651
Cre01.g005550.v5.5,27.21,20.8013,17.8315,26.0458,38.398,22.8855,20.1941,35.3518,20.6193,39.0504,26.8041,26.6942,19.8939,37.2567,21.1312,50.449,43.4953,41.5958,31.7351,30.2232,36.2786,42.7823,25.6901,16.0417,15.5323,20.5953,14.1244,16.9615,9.33979,5.31744,6.86851,4.42924,6.43715,4.31603,5.76666,4.76814,8.69438,9.27449
Cre01.g005600.v5.5,2.32498,2.24832,2.13085,2.02393,1.82353,1.97732,1.74406,0.99821,1.54251,2.23291,2.19487,1.74445,1.31212,1.87414,1.09579,1.24939,1.29509,1.62736,1.94541,2.04882,1.0294,1.84186,1.78681,2.05048,1.66301,2.51153,1.24705,1.79734,1.64782,1.33402,1.16997,1.48723,1.77594,1.23702,1.29351,1.44009,2.26156,2.8977
Cre01.g005701.v5.5,0.905931,1.30466,1.87409,1.8864,0.609588,1.27823,1.87228,1.40019,1.66089,1.68491,1.326,1.76612,0.725596,1.2498,1.40842,0.951822,0.0842199,2.23967,1.69257,1.5649,0.768713,1.44286,2.0386,4.80906,5.34713,3.1873,0.0287392,0.662613,0.410823,0.392751,0.221629,0.259668,0.613272,0.32373,1.67493,0.774289,0.439593,0.577721
Cre01.g005813.v5.5,22.1672,27.6965,23.4401,15.8391,25.4538,24.1478,18.6839,13.9127,23.0553,30.1432,23.8828,17.6089,17.6123,16.1964,13.9517,22.9295,18.469,16.711,17.5657,20.8604,17.1804,34.4389,29.2885,4.10724,3.87553,5.57524,5.96143,14.4102,3.33567,4.5117,4.5975,5.1667,6.03591,4.76707,3.53064,4.16387,3.31024,3.01833
Cre01.g005850.v5.5,54.0701,70.2031,86.1353,63.3592,46.4951,53.8948,97.9657,75.5072,76.577,29.2494,57.1117,93.0626,88.5335,85.2828,70.908,55.7822,54.5857,78.6844,79.4265,83.2495,70.622,16.9717,15.519,17.4596,13.6153,20.6694,46.2993,22.0027,12.0301,22.999,68.7718,23.1943,31.4834,29.0325,10.3068,16.3963,23.2009,21.6675
Cre01.g005900.v5.5,6.37368,9.30233,8.5373,13.9271,14.0717,10.5765,12.2901,16.4903,7.4535,21.5662,15.1869,11.9619,11.8893,11.004,10.3954,15.1318,10.1739,15.4052,15.106,10.6813,15.6436,21.3154,15.3413,6.83553,7.15924,4.84786,3.20047,7.10834,5.11006,3.66532,5.02662,4.8713,5.17686,3.31984,2.29338,5.29695,5.06672,4.65152
Cre01.g005950.v5.5,13.4065,9.00365,7.85393,17.5047,13.3239,17.4316,18.3686,17.6897,16.1856,16.1382,20.6346,19.3206,26.5548,18.8707,22.7168,20.1731,18.7175,23.0694,24.717,17.9338,25.0746,19.5039,11.2266,7.21134,6.67802,6.38972,11.565,16.4008,5.14527,6.56955,6.69522,13.9803,10.3699,10.1245,6.2202,14.8882,28.9389,28.5736
Cre01.g006000.v5.5,1.63134,0.724521,1.71191,1.18477,0.675008,1.1881,1.20443,0.828723,1.32553,1.80062,1.24619,1.15552,1.10614,2.72739,1.19495,0.907689,1.40373,1.43722,1.71819,1.20133,1.93691,1.19806,2.06439,0.669689,0.64742,1.23664,1.01253,0.986077,0.53709,0.230648,0.684734,0.806564,0.834978,0.601562,1.42425,0.986804,1.25768,1.15584
Cre01.g006050.v5.5,13.8453,9.83301,8.76222,8.87157,13.72,11.4091,9.85741,9.38234,10.3334,16.6968,15.6573,10.1467,12.3441,11.9253,11.2029,17.9064,17.8672,13.3369,12.4089,11.2709,11.6655,23.7595,19.0437,5.48171,4.47077,7.12613,5.12159,9.19419,3.10738,1.9664,3.15794,2.37562,2.6477,2.36802,3.49206,2.47456,4.73699,4.66314
Cre01.g006100.v5.5,6.93554,8.69187,4.18069,8.07914,8.85194,9.95093,5.26704,6.67787,7.03357,7.42404,11.0401,7.06909,10.0414,7.49862,6.49605,7.89351,6.47784,8.90781,7.2191,8.94075,9.94761,9.09232,4.70933,23.7836,23.4987,12.9625,24.1695,15.4028,2.03702,3.28405,7.06553,2.48915,2.0374,2.74853,0.998476,2.82109,5.40644,5.7591
Cre01.g006150.v5.5,17.3656,18.7833,15.1784,15.3014,28.1778,21.0488,21.2131,20.9665,21.2405,17.0107,19.6641,25.7177,28.4416,21.0285,19.74,27.7143,29.0619,22.0712,20.9341,29.2955,20.4931,21.5179,14.6993,23.4555,20.3278,25.0433,37.6134,26.7531,3.83338,6.35099,13.9446,7.47991,6.64913,6.65483,2.42899,5.95451,13.3386,13.2542
Cre01.g006301.v5.5,5.85079,6.24066,6.97428,3.5723,4.63592,6.60929,4.93976,5.09879,7.58373,11.8564,7.31437,3.06261,2.89189,2.15515,3.63702,2.59759,3.82947,4.49891,4.8711,3.71281,6.14665,10.6596,16.9828,2.86906,3.07105,4.27058,3.73147,8.34909,0.480425,1.34937,0.63487,1.06956,0.912958,0.813805,0.221579,0.861755,0.891377,1.01351
Cre01.g006800.v5.5,8.27018,6.7647,7.69425,10.7001,10.2518,9.21813,5.79763,8.19311,7.20564,10.5598,9.00413,8.80299,6.90611,10.372,8.60639,9.6769,8.6543,9.13053,8.44433,7.59349,8.61218,11.4861,7.57134,4.31006,4.09878,4.16321,2.36329,8.39341,3.57505,4.17914,4.03957,3.67863,3.97764,3.44522,3.10155,4.09736,4.54058,4.66915
Cre01.g006850.v5.5,10.923,15.4562,14.155,11.534,12.563,13.3361,12.7706,17.5064,13.5211,11.3994,12.0527,8.50963,12.2153,14.2238,12.4913,9.8762,9.94715,12.3807,15.0293,9.59603,13.0642,8.37152,10.1328,9.9293,11.3025,9.745,8.89139,12.3653,12.637,16.5571,15.2114,13.2565,11.3742,12.5691,10.0171,12.3533,10.8664,12.0141
Cre01.g006900.v5.5,1.09951,0.869309,1.00906,1.45649,1.78194,1.60138,1.41822,2.07227,1.48771,1.78669,1.93163,1.52507,1.68358,1.71068,1.92677,2.01294,1.73843,1.77588,1.4579,1.23759,1.36065,2.17664,2.50947,1.16915,0.926577,1.43969,1.16175,1.49014,0.202145,0.220567,0.255867,0.216472,0.289545,0.170677,0.21266,0.425273,0.940831,0.921773
Cre01.g006950.v5.5,239.04,297.304,297.547,248.955,304.729,328.894,275.866,161.229,284.117,162.101,168.352,237.086,231.92,299.128,301.9,272.158,290.7,196.957,221.791,274.2,231.729,112.663,196.391,291.575,275.136,278.014,744.98,353.616,358.801,185.819,336.638,114.743,265.295,160.764,275.5,140.753,199.129,196.149
Cre01.g007000.v5.5,15.1493,14.4613,13.7736,15.5971,15.1875,17.27,19.9085,15.5795,15.7245,15.9878,16.7978,18.6278,23.938,16.5707,26.9601,29.7632,27.6976,24.3973,18.4734,15.5404,17.3863,17.8524,14.0439,13.3713,13.0581,13.1993,24.5361,13.6567,3.55417,3.19293,1.33219,3.17797,2.10394,3.14536,1.12743,2.12524,1.89053,1.77004
Cre01.g007050.v5.5,16.9247,18.0466,19.4812,16.0385,16.9083,17.3944,21.032,19.0342,16.9452,20.3765,19.2322,24.9286,21.4883,21.3908,32.5332,24.5554,22.9102,21.6643,24.1808,21.2578,16.6959,17.3855,14.4419,20.7272,18.408,20.0383,10.6992,11.1074,7.14997,5.5453,9.52696,3.89545,6.30345,4.63332,8.78737,3.76542,5.97887,6.40739
Cre01.g007051.v5.5,3051.52,3293.17,2941.81,4478.44,3681.48,3926.59,4995.22,4287.43,3650.75,2433.28,3643.44,6341.6,8077.28,5730.87,6323.54,6856.26,6776.83,5551.25,4322.45,4265.81,4921.76,3730.98,2639.73,2040.47,2020.97,1449.37,4917.38,2927.3,4352.85,3451.81,4590.2,3797.96,3364.82,4258.44,2983.73,3739.37,2649.79,2574.99
Cre01.g007100.v5.5,1.0442,1.1044,1.1273,1.03339,1.17753,1.0416,1.21397,0.940496,1.24465,0.981043,1.06101,1.08261,1.52616,1.37487,1.80137,1.26576,1.14118,1.24975,1.02052,1.22669,1.02819,1.13635,1.07545,1.27329,0.973561,1.42184,1.12295,1.11653,0.441444,0.250417,0.39437,0.290874,0.535239,0.422329,0.47584,0.527815,1.72136,1.64007
Cre01.g007150.v5.5,3.98059,3.80522,4.14337,3.2998,3.29004,3.56263,2.18146,2.4785,3.34894,4.73241,3.33063,2.81197,2.39548,3.4216,2.28638,3.62018,3.06655,2.5901,2.31211,3.28167,3.1704,3.98067,4.96152,5.17858,4.28257,4.0577,6.37473,4.71317,1.28885,1.15421,1.35359,1.00586,1.77924,1.54613,2.1629,2.29009,3.83335,3.36767
Cre01.g007200.v5.5,14.9201,17.0451,13.4761,18.89,20.7315,23.1257,34.6128,21.5395,13.8714,17.8751,29.0249,62.9805,339.713,62.6971,70.5559,26.6113,53.4372,62.9458,38.631,27.7694,40.5916,23.7593,13.2081,20.3461,54.3915,16.6359,27.9721,24.5472,7.29586,4.67272,7.70498,6.03975,5.38967,5.48738,9.36975,5.64439,8.17513,8.96687
Cre01.g007300.v5.5,5.27515,4.38888,5.10649,4.39631,7.46355,4.97664,4.11145,5.97916,3.95172,10.3711,7.99807,6.1622,6.54038,6.18505,7.69551,8.19941,6.67814,6.62709,5.76986,3.61995,5.28047,9.50623,10.8737,37.9294,34.3891,60.0086,61.4857,5.06647,0.226226,0.52908,0.75668,0.223415,0.718488,0.351907,0.536432,0.568923,1.60486,1.97948
Cre01.g007350.v5.5,13.9471,19.3955,13.9508,16.5135,14.7139,11.9283,9.64183,10.0061,10.0931,12.5914,12.1562,15.0771,10.6458,12.5842,8.80944,10.2063,11.5602,9.39272,9.39155,12.0961,7.91021,7.28795,4.82304,3.23036,3.82888,1.38756,0.530576,2.68186,7.09837,7.70274,5.44817,4.9572,9.31405,7.47729,9.04395,6.2679,11.858,10.3837
Cre01.g007400.v5.5,1.39143,2.07482,2.51866,2.91245,1.83989,2.09929,2.98615,2.20183,1.87124,13.773,2.08366,3.73765,4.78027,5.43507,3.88603,3.33373,3.19583,3.66548,3.03296,2.5061,3.24292,18.7208,9.65875,0.630009,0.799761,0.69831,0.283732,1.20483,3.47826,1.75382,1.08553,3.29016,2.00843,2.28374,2.13256,2.73823,1.27115,1.77818
Cre01.g007450.v5.5,0.114407,0.145769,0.0189495,0.0521127,0.118763,0.143556,0.01,0.383133,0.0307717,16.2844,0.231438,0.01,0.01,0.345833,0.01,0.0297483,0.057934,0.0307988,0.19709,0.355835,0.0991061,11.4639,6.16495,0.01,0.01,0.01,0.01,0.0402005,0.328851,0.01,0.01,0.01,0.0306132,0.01,0.112589,0.01,0.020609,0.0229987
Cre01.g007550.v5.5,3.72486,3.51686,2.52952,3.33681,3.35111,3.45349,1.38222,2.81465,3.40633,4.25782,3.40224,2.98223,2.38876,5.04976,5.58917,3.13162,4.02393,3.0751,2.8723,3.31005,2.93987,4.46613,3.79467,2.03607,2.33127,3.7032,2.5779,3.51208,1.15422,0.674399,1.3308,0.919476,1.22101,1.08765,2.08012,1.68297,3.01942,2.64571
Cre01.g007600.v5.5,16.4603,15.2108,13.2423,13.4244,19.4873,18.5149,10.7806,23.9271,21.3555,33.4701,22.66,13.6842,12.7132,12.6007,14.5207,14.7355,11.9082,15.6999,17.1873,13.3467,20.0982,36.6274,34.2625,28.1589,23.9347,23.7052,20.6895,34.4158,31.4625,44.2605,30.0036,29.9449,35.9321,32.9447,22.1642,27.4138,30.3819,28.1057
Cre01.g007651.v5.5,3.16283,2.00732,2.40781,2.53342,2.24252,2.54594,3.23168,2.32437,2.25354,1.26711,2.22566,2.37855,2.46609,1.53496,0.971212,1.80618,2.66527,1.94704,2.11483,2.14779,2.77085,1.79391,1.35348,2.27956,2.81047,2.71081,5.61262,4.93182,1.51979,2.2651,1.1651,1.52269,0.682335,1.46627,1.05571,1.01187,3.21213,3.9157
Cre01.g007700.v5.5,5.60372,6.50065,6.82338,7.82304,6.43252,8.09938,7.12908,8.83862,9.81489,5.57027,6.83746,6.11093,6.49068,8.4196,9.60268,4.59504,5.02639,5.28247,8.81106,6.81947,6.42818,4.36721,6.87572,6.68893,6.46377,6.77923,11.2276,9.79816,19.5485,28.7881,34.6319,32.0301,26.3812,26.4481,17.3282,26.1037,20.5057,20.4383
Cre01.g007737.v5.5,13.5019,8.94253,11.4031,8.54303,9.7944,7.45909,8.88645,10.2564,10.2192,6.4617,4.58897,6.69789,6.22354,11.5299,7.2204,10.2627,11.113,10.0667,9.50918,9.5134,6.86598,7.37024,7.76449,19.641,21.2827,23.7574,31.8414,19.0294,3.52634,5.28672,5.50315,5.6574,4.95869,6.77829,5.36752,6.31687,7.89442,7.58701
Cre01.g007774.v5.5,25.4057,27.0344,18.8526,26.2521,30.5592,19.492,25.6205,21.9453,20.1112,19.0227,26.2162,37.0144,43.6603,42.5542,36.8589,51.1443,49.3158,29.3654,22.9006,30.9759,26.1708,26.3885,15.46,16.4629,18.3174,20.8602,23.2603,16.6142,8.6768,7.56715,11.7804,8.00139,6.16883,9.58753,6.77343,6.2739,11.5685,10.1739
Cre01.g007811.v5.5,2.17889,2.53814,2.26191,2.98378,2.26184,2.11583,2.7411,3.7324,1.86639,2.15142,2.02139,2.24005,1.2816,2.99763,1.44169,1.68884,1.37039,2.30886,1.72139,1.24872,1.77928,2.04585,1.51801,4.72759,4.00861,2.77007,2.39877,0.965543,0.976112,0.606438,0.404914,0.541753,0.640121,0.538036,1.19409,0.873554,1.89002,1.38938
Cre01.g007850.v5.5,97.8373,68.0787,74.6755,71.4024,81.8281,80.9502,73.8837,81.8962,78.0866,76.5929,93.3764,126.831,113.724,138.789,128.58,147.73,128.704,102.868,103.323,96.1407,100.831,95.0877,66.4706,75.1708,66.6936,82.827,56.1293,74.2414,133.182,156.714,197.699,167.385,135.712,150.016,115.339,142.059,110.691,104.556
Cre01.g007901.v5.5,19.4322,23.7791,22.6097,16.5914,67.3004,47.6055,34.9426,19.7614,40.205,75.0062,94.5614,14.0295,20.4976,17.8839,20.9564,23.2281,29.2377,36.471,14.2107,16.5637,39.7642,61.4644,20.691,50.707,40.6266,57.1809,70.0432,71.111,7.51235,16.1203,5.58034,9.54222,7.02297,9.29856,7.86022,8.35757,23.9066,21.0064
Cre01.g007950.v5.5,3.02044,1.8122,2.02817,2.73304,2.28802,3.08578,3.15141,2.14497,2.2835,2.08997,1.35114,2.33609,3.74577,3.93701,4.36376,7.10025,6.54176,4.0546,3.88743,5.3591,5.23296,3.40174,4.64512,4.26911,3.14619,5.77671,1.04872,5.33533,35.3456,4.65979,20.0767,8.44958,12.5657,10.5591,99.275,15.8624,5.20564,4.45541
Cre01.g008000.v5.5,2.32176,2.25985,2.65213,3.13623,1.16352,2.76262,1.20752,0.824958,2.12465,3.10903,3.47473,0.879072,1.04742,2.7281,2.65675,1.91521,2.27037,2.24152,2.00971,3.55719,2.31177,2.23699,2.79025,1.91966,2.05704,2.08941,3.11678,3.60095,0.318632,1.36682,1.14339,1.51742,1.5218,1.52755,1.5283,1.50071,3.23044,3.31533
Cre01.g008051.v5.5,13.4108,13.3472,13.3778,11.664,17.1784,9.71557,12.794,10.8333,9.7186,17.1879,13.1504,15.6072,8.52908,14.185,11.5218,15.7906,14.2229,11.0352,9.82648,9.71361,8.24162,15.7735,13.1059,7.15503,6.23699,8.05492,4.61008,15.3908,2.77084,1.97615,1.17686,1.50568,2.45811,1.98976,3.63939,2.49242,3.55523,3.14347
Cre01.g008150.v5.5,3.37155,3.78149,3.99029,2.83695,2.80629,3.27292,3.81278,2.48241,3.58117,2.89119,2.45536,2.90774,3.01436,2.6077,2.84438,2.53439,2.98922,3.68321,2.94181,3.31354,2.61264,2.9177,3.01731,10.5728,10.6497,10.9326,22.355,5.12417,0.964521,0.76293,1.08182,1.0003,0.682625,1.64501,1.21834,1.16579,2.45817,2.74321
Cre01.g008300.v5.5,0.50521,0.584602,0.453486,0.772031,1.28574,0.940672,0.304326,1.6373,0.561072,57.4488,1.56449,1.46287,0.902989,1.2898,0.56432,0.661062,1.08933,1.05399,1.05883,0.651709,1.24234,46.5725,38.0508,0.188644,0.276085,0.0140189,0.101505,0.910505,1.39991,0.232058,0.696065,0.247709,0.459639,0.189862,1.55381,0.401332,0.281829,0.235881
